access,acess,addr:city,addr:country,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,addr:unit,amenity,amenity_1,atm,barrier,bicycle,brand,brand:wikidata,brand:wikipedia,brewery,building:levels,bus,capacity,cuisine,delivery,description,dispensing,drive_through,element_type,email,emergency,entrance,foot,geometry,healthcare,healthcare:speciality,highway,horse,internet_access,internet_access:fee,leisure,level,motor_vehicle,motorcar,motorcycle,name,name:en,name:pt,name:ru,natural,network,note,office,opening_hours,operator,operator:wikidata,operator:wikipedia,osmid,outdoor_seating,parking,payment:cash,payment:credit_cards,payment:debit_cards,phone,public_transport,religion,service:bicycle:repair,shop,short_name,smoking,sport,takeaway,traffic_calming,website,wheelchair,wifi,alt_name,building,building:colour,building:material,building:use,denomination,disused:amenity,fax,food,height,historic,indoor,internet_access:ssid,landuse,library,license_classes,lit,nodes,object,pedestrian,restaurant,roof:colour,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,room,school,self_service,source,square,stars,start_date,surface,tipo,tourism,trailer,university,wikidata,wikipedia,type,ways,fixme,image
,,Fortaleza,,,674,,,,Rua César Correia,,,fast_food,,,,,,,,,,,,pizza,,,,,node,,,,,POINT (-38.5732027 -3.7114828),,,,,,,,,,,,Pastel & Cia,,,,,,,,,,,,2297816788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,burger,,,,,node,,,,,POINT (-38.5752421 -3.7141709),,,,,,,,,,,,Assis Lanches,,,,,,,,,,,,2297819340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,node,,,,,POINT (-38.4800581 -3.7899097),,,,,,,,,,,,Banco do Nordeste,,,,,,,,,,,,2299911004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,burger,,,,,node,,,,,POINT (-38.4806543 -3.7909184),,,,,,,,,,,,The Burgers On The Table,,,,,,,,,,,,2299911040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,node,,,,,POINT (-38.4798497 -3.7898639),,,,,,,,,,,,Santander,,,,,,,,,,,,2299911076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,747,,,,Rua Alexandre Baraúna,Rodolfo Teófilo,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5501805 -3.7494762),,,,,,,,,,,,Pague Menos (Rodolfo Teófilo),,,,,,,,,,,,2613646012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6359813 -3.7668799),,,,,,,,,,,,,,,,,,,,,,,,2640625456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,62,,,,Rua Dr Castro Medeiros,,,hospital,,,,,,,,,1,,,,,,,,node,,,,,POINT (-38.5065384 -3.72823),,,,,,,,,,,,Instituto do Rim,,,,,,,,,,,,2764443813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6266504 -3.7717854),,,,,,,,,,,,Hospital Santa Terezinha,,,,,,,,,,,,2926111118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4984809 -3.7371522),,,,,,,,,,,,Bebelu,,,,,,,,,,,,3003445901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5138898 -3.7493002),,,,,,,,,,,,Farmácia Sobreira,,,,,,,,,,,,3008904533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4881507 -3.7580198),,,,,,,,,,,,Santander,,,,,,,,,,,,3008916804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4823413 -3.7735294),,,,,,,,,,,,Dose Certa,,,,,,,,,,,,3008919682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,55,,,,Avenida Washington Soares,,,dentist,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4906286 -3.7538641),,,,,,,,,,,,Consultório Dr Marcilio e Dra Isabel,,,,,,,,,,,,3028521168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4720124 -3.7116315),,,,,,,,,,,,Escola Alvaro Costa,,,,,,,,,,,,3096114461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4686448 -3.7110435),,,,,,,,,,,,Helenita Mota,,,,,,,,,,,,3096120255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4681708 -3.7096246),,,,,,,,,,,,Restaurante da Rebeca,,,,,,,,,,,,3096130359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4683495 -3.7091209),,,,,,,,,,,,,,,,,,,,,,,,3096136845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Avenida Leite Barbosa,,,bar,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4660963 -3.7082507),,,,,,,,,,,,Bar do surf,,,,,,,,,,,,3107163508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,cafe,,,,,,,,,,,,bolo,,,,,node,,,,,POINT (-38.4661369 -3.7142264),,,,,,,,,,,,Matuto,,,,,,,,,,,,3107196119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4941766 -3.7406918),,,,,,,,,,,,Extrafarma,,,,,,,,,,,,3175252740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,38,,60411-260,,Rua Deputado Oswaldo Studart,Fátima,,fast_food,,,,,,,,,,,,burger,,,,,node,,,,,POINT (-38.5267788 -3.7518543),,,,,,,,,,,,Subway,,,,,,,,,sub,,,3199960693,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,main,,POINT (-38.5312104 -3.7501887),,,,,,,,,,,,,,,,,,,,,,,,3225839922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1210,,60160-281,,Rua Costa Barros,Aldeota,,restaurant,,,,,,,,,,,,burger,yes,,,,node,contato@cangaceiro.com.br,,,,POINT (-38.5130781 -3.7299562),,,,,,,,,,,,Cangaceiro Sanduíches,,,,,,,,Su-Th 18:30-02:00; Fr-Sa 18:30-06:00,,,,3358404736,no,,,,,+55 85 3231 8993,,,,,,,,yes,,http://www.cangaceirosanduiches.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,pizza,yes,,,,node,,,,,POINT (-38.5176851 -3.7268741),,,,,,,,,,,,Pizzaria D'Oro,,,,,,,,,,,,3358404737,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4976788 -3.7466325),,,,,,,,,,,,Extrafarma,,,,,,,,,,,,3362486251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,64,,60170080,,Rua Joaquim Siqueira,Aldeota,,cafe,,,,,,,,,,,,Patisserie,,,,,node,,,,,POINT (-38.4956785 -3.7365341),,,,,yes,,,,,,,Doceville,,,,,,,,10:00-19:00,,,,3428598093,,,,,,+55 85 3046777,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1014,,60525632,,Rua Júlio Braga,JOÃO XXIII,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5799058 -3.7756278),,,,,,,,,,,,Colégio Uma Janela Para o Mundo,,,,,,,,,,,,3469922228,,,,,,+55 11 8532904547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,Rua Waldery Uchôa,,,cafe,,,,,,,,,,,,coffee_shop,,,,,node,,,,,POINT (-38.5375983 -3.7424818),,,,,,,,,,,,Café Vinyle,,,,,,,,,,,,3612641050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1936,,,,Avenida Luciano Carneiro,Vila União,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.536862 -3.7650248),,,,,,,,,,,,Caravelle,,,,,,,,,,,,3683196642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.574486 -3.742436),,,,,,,,1,,,,,,,,,,,,,,,,3736776897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,node,,,,,POINT (-38.6224037 -3.8775315),,,,,,,,,,,,,,,,,,,,,,,,3752035092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,pizza,,Espaço para crianças brincarem.,,,node,,,,,POINT (-38.5790912 -3.8245458),,,,,,,,,,,,Mister Pizza Restaurante e Pizzaria,,,,,,,,,,,,3781324357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6050102 -3.7660867),,,,,,,,,,,,,,,,,,,,,,,,3830141521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bicycle_rental,,,,,,,,,,,12,,,Rua Dom Luís 1400B / Esquina Rua Frei Mansueto,,,node,,,,,POINT (-38.4893802 -3.7348083),,,,,,,,,,,,Frei Mansueto,,,,,Bicicletar,,,,Prefeitura Municipal de Fortaleza,,,3833597235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1357,,,,Avenida Antônio Sales,Joaquim Távora,,cafe,,,,,,,,,,,,sandwich;cake;coffee_shop;tea,,,,,node,,,,,POINT (-38.5119206 -3.742403),,,,,wlan,,,,,,,Úrbici Café,,,,,,,,"Th, Fr 07:30-22:00; Mo-We 07:30-20:00",,,,3843016548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6142319 -3.7736861),,,,,,,,,,,,,,,,tree,,,,,,,,3867191293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,yes,,,,,,,,,,,,,node,,,,yes,POINT (-38.6174567 -3.7741577),,,,,,,,,,yes,yes,,,,,,,,,,,,,3880547096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,yes,,,,,,,,,,,,,node,,,,yes,POINT (-38.618043 -3.7739856),,,,,,,,,,,,,,,,,,,,,,,,3880547790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,no,,,,,,,,,,,,,node,,,,yes,POINT (-38.6169153 -3.7724952),,,,,,,,,,,,,,,,,,,,,,,,3880788682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,node,,,,,POINT (-38.6149307 -3.7681965),,,,,,,,,,,,,,,,,,,,,,,,3880918496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,node,,,yes,yes,POINT (-38.6152886 -3.7682643),,,,,,,,,,,,,,,,,,,,,,,,3880918502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,yes,,,,,,,,,,,,,node,,,,yes,POINT (-38.6161867 -3.7700518),,,,no,,,,,,yes,yes,,,,,,,,,,,,,3880919867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,no,,,,,,,,,,,,,node,,,,no,POINT (-38.6159126 -3.7701471),,,,no,,,,,,yes,yes,,,,,,,,,,,,,3880919881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,no,,,,,,,,,,,,,node,,,,yes,POINT (-38.6165467 -3.7703345),,,,,,,,,,,,,,,,,,,,,,,,3880919910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6110834 -3.7702128),,,,,,,,,,,,,,,,,,,,,,,,3881011612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6134482 -3.7656967),,,,,,,,,,,,,,,,,,,,,,,,3881281050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1545,,,,Rua Joaquim Nabuco,,,pub,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5024071 -3.739026),,,,,,,,,,,,Birosca,,,,,,,,,,,,3882524888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6103898 -3.7598443),,,,,,,,,,,,,,,,,,,,,,,,3890691855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6098583 -3.7584537),,,,,,,,,,,,,,,,,,,,,,,,3890696716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,yes,,,,,,,,,,,,,node,,,,yes,POINT (-38.6100391 -3.7587708),,,,,,,,,,,,,,,,,,,,,,,,3890696802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6102452 -3.7595014),,,,,,,,,,,,,,,,,,,,,,,,3890696904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6118694 -3.7622927),,,,,,,,,,,,,,,,,,,,,,,,3890697142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,yes,,,,,,,,,,,,,node,,,,yes,POINT (-38.6118031 -3.7623182),,,,no,,,,,,yes,yes,,,,,,,,,,,,,3890697146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.605648 -3.7660384),,,,,,,,,,,,,,,,,,,,,,,,3900499783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6047782 -3.7649951),,,,,,,,,,,,,,,,,,,,,,,,3900500454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6046883 -3.7650942),,,,,,,,,,,,,,,,,,,,,,,,3900500458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6043357 -3.7654852),,,,,,,,,,,,,,,,,,,,,,,,3900500512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.5989001 -3.7685429),,,,,,,,,,,,,,,,,,,,,,,,3900500639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6008774 -3.7686085),,,,,,,,,,,,,,,,,,,,,,,,3900500645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.5992282 -3.7686885),,,,,,,,,,,,,,,,,,,,,,,,3900500654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6188079 -3.7636103),,,,,,,,,,,,,,,,,,,,,,,,3900578526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6181597 -3.763852),,,,,,,,,,,,,,,,,,,,,,,,3900578531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6187355 -3.7638877),,,,,,,,,,,,,,,,,,,,,,,,3900578534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.618099 -3.7639052),,,,,,,,,,,,,,,,,,,,,,,,3900578535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6016259 -3.7738798),,,,,,,,,,,,,,,,,,,,,,,,3900835032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6012098 -3.7740883),,,,,,,,,,,,,,,,,,,,,,,,3900835039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6018583 -3.7717845),,,,,,,,,,,,,,,,,,,,,,,,3900836525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6079166 -3.7717783),,,,,,,,,,,,,,,,,,,,,,,,3908307919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6079767 -3.7721687),,,,,,,,,,,,,,,,,,,,,,,,3908307949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,node,,,,,POINT (-38.6078968 -3.772376),,,,,,,,,,,,,,,,,,,,,,,,3908318090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6082097 -3.7633532),,,,,,,,,,,,,,,,,,,,,,,,3913594511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6081152 -3.7633878),,,,,,,,,,,,,,,,,,,,,,,,3913594512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6041702 -3.7707747),,,,,,,,,,,,,,,,,,,,,,,,3913881868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.604113 -3.7707995),,,,,,,,,,,,,,,,,,,,,,,,3913881873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6040504 -3.7708058),,,,,,,,,,,,,,,,,,,,,,,,3913881874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,723,,,,Avenida Washington Soares,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4827149 -3.760608),,,,,,,,,,,,X do João,,,,,,,,Mo-Sa 17:00-01:00,,,,3960509239,,,,,,8532413489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Avenida Mister Hull,,,fast_food,,,,,,,,,,,,sandwich,,,,,node,,,,,POINT (-38.5715759 -3.7378343),,,,,,,,,,,,Cantina da Agronomia,,,,,,,,,,,,3965914604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1130,,,,Avenida Dom Aloísio Lorscheider,Barra do Ceará,,hospital,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5973174 -3.7156165),,,,,,,,,,,,Gonzaguinha da Barra do Ceará,,,,,,,,,Secretaria Municipal da Saúde,,,4052064311,,,,,,+55 85 34522409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,299,,,,Rua Guilherme Perdigão,Parangaba,,hospital,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5722419 -3.7748219),,,,,,,,,,,,Centro de Assistência a Criança Lúcia de Fátima - Croa,,,,,,,,,Secretaria Municipal da Saúde,,,4052106006,,,,,,+55 85 32252212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,670,,60170310,,Rua Professor Dias da Rocha,Aldeota,,cafe,,,,,,,,,,,,coffee_shop,,,,,node,,,,,POINT (-38.4916756 -3.7352944),,,,,,,,,,,,Le Pain Le cafe,,,,,,,,Mo-Su 08:00-21:00,,,,4060117270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,node,,,,,POINT (-38.4885063 -3.8119124),,,,,,,,,,,,Banco do Brasil,,,,,,,,,BB,,,4090517427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,node,,,,,POINT (-38.4884353 -3.8118406),,,,,,,,,,,,Bradesco,,,,,,,,,,,,4090517428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
